DateTime,RightMouseLocation
2025/11/13 19:26:52,middle
2025/11/13 19:26:53,side
2025/11/13 19:27:00,corridor
2025/11/13 19:27:00,middle
2025/11/13 19:27:03,mid-sep
2025/11/13 19:27:06,middle
2025/11/13 19:27:27,mid-sep
2025/11/13 19:27:36,middle
2025/11/13 19:27:36,mid-sep
2025/11/13 19:27:42,middle
2025/11/13 19:27:54,side
2025/11/13 19:44:24,middle
2025/11/13 19:44:25,mid-sep
2025/11/13 19:44:27,middle
2025/11/13 19:44:28,side
2025/11/13 19:51:01,corridor
2025/11/13 19:51:02,middle
2025/11/13 19:51:03,mid-sep
2025/11/13 19:51:06,middle
2025/11/13 19:51:09,corridor
2025/11/13 19:51:10,side
2025/11/13 20:07:18,corridor
2025/11/13 20:07:18,middle
2025/11/13 20:07:30,mid-sep
2025/11/13 20:07:32,middle
2025/11/13 20:07:36,side
2025/11/13 20:16:46,corridor
2025/11/13 20:16:47,middle
2025/11/13 20:16:48,mid-sep
2025/11/13 20:17:04,middle
2025/11/13 20:17:07,corridor
2025/11/13 20:17:12,side
2025/11/13 20:23:56,corridor
2025/11/13 20:23:57,middle
2025/11/13 20:23:57,mid-sep
2025/11/13 20:24:00,middle
2025/11/13 20:24:01,side
2025/11/13 20:32:39,corridor
2025/11/13 20:32:39,middle
2025/11/13 20:32:40,mid-sep
2025/11/13 20:32:56,middle
2025/11/13 20:32:57,corridor
2025/11/13 20:32:57,side
2025/11/13 21:34:10,corridor
2025/11/13 21:34:11,middle
2025/11/13 21:34:11,mid-sep
2025/11/13 21:34:38,middle
2025/11/13 21:34:42,corridor
2025/11/13 21:34:46,side
2025/11/13 21:59:49,corridor
2025/11/13 21:59:50,middle
2025/11/13 21:59:51,mid-sep
2025/11/13 21:59:56,middle
2025/11/13 21:59:57,corridor
2025/11/13 21:59:58,side
2025/11/13 22:08:32,corridor
2025/11/13 22:08:33,middle
2025/11/13 22:08:35,mid-sep
2025/11/13 22:08:41,middle
2025/11/13 22:08:42,side
2025/11/13 23:23:56,middle
2025/11/13 23:23:56,mid-sep
2025/11/13 23:24:16,middle
2025/11/13 23:24:18,corridor
2025/11/13 23:24:19,side
2025/11/13 23:41:29,middle
2025/11/13 23:41:30,mid-sep
2025/11/13 23:41:48,middle
2025/11/13 23:41:51,corridor
2025/11/13 23:41:52,side
2025/11/13 23:59:32,corridor
2025/11/13 23:59:33,middle
2025/11/13 23:59:35,mid-sep
2025/11/14 0:00:11,middle
2025/11/14 0:00:21,corridor
2025/11/14 0:00:22,side
2025/11/14 0:08:42,corridor
2025/11/14 0:08:44,middle
2025/11/14 0:08:45,mid-sep
2025/11/14 0:09:00,middle
2025/11/14 0:09:25,corridor
2025/11/14 0:09:25,side
2025/11/14 0:38:24,corridor
2025/11/14 0:38:25,middle
2025/11/14 0:38:48,mid-sep
2025/11/14 0:39:17,middle
2025/11/14 0:39:19,corridor
2025/11/14 0:39:20,side
2025/11/14 1:06:49,corridor
2025/11/14 1:06:50,middle
2025/11/14 1:06:52,mid-sep
2025/11/14 1:07:05,middle
2025/11/14 1:07:08,side
2025/11/14 1:21:30,corridor
2025/11/14 1:21:31,middle
2025/11/14 1:21:32,mid-sep
2025/11/14 1:21:46,middle
2025/11/14 1:21:48,corridor
2025/11/14 1:21:48,side
2025/11/14 1:42:04,corridor
2025/11/14 1:42:04,middle
2025/11/14 1:42:07,mid-sep
2025/11/14 1:42:23,middle
2025/11/14 1:42:25,corridor
2025/11/14 1:42:25,side
2025/11/14 1:53:15,corridor
2025/11/14 1:53:17,middle
2025/11/14 1:53:20,mid-sep
2025/11/14 1:53:54,middle
2025/11/14 1:54:07,corridor
2025/11/14 1:54:07,side
2025/11/14 2:01:46,corridor
2025/11/14 2:01:46,middle
2025/11/14 2:01:48,mid-sep
2025/11/14 2:02:36,middle
2025/11/14 2:02:53,mid-sep
2025/11/14 2:02:58,middle
2025/11/14 2:03:02,corridor
2025/11/14 2:03:04,side
2025/11/14 2:19:09,middle
2025/11/14 2:19:11,mid-sep
2025/11/14 2:19:44,middle
2025/11/14 2:19:56,corridor
2025/11/14 2:20:00,middle
2025/11/14 2:20:07,mid-sep
2025/11/14 2:22:39,middle
2025/11/14 2:22:49,corridor
2025/11/14 2:22:52,side
2025/11/14 2:29:51,middle
2025/11/14 2:29:54,mid-sep
2025/11/14 2:30:41,middle
2025/11/14 2:30:45,corridor
2025/11/14 2:30:45,side
2025/11/14 3:15:17,corridor
2025/11/14 3:15:18,middle
2025/11/14 3:15:20,mid-sep
2025/11/14 3:16:04,middle
2025/11/14 3:16:25,side
2025/11/14 3:19:57,corridor
2025/11/14 3:19:57,middle
2025/11/14 3:20:46,mid-sep
2025/11/14 3:20:47,middle
2025/11/14 3:20:58,corridor
2025/11/14 3:21:08,middle
2025/11/14 3:21:20,mid-sep
2025/11/14 3:22:47,middle
2025/11/14 3:22:50,corridor
2025/11/14 3:22:50,side
2025/11/14 5:06:26,corridor
2025/11/14 5:06:27,middle
2025/11/14 5:06:30,mid-sep
2025/11/14 5:06:47,middle
2025/11/14 5:07:42,mid-sep
2025/11/14 5:07:49,middle
2025/11/14 5:07:58,corridor
2025/11/14 5:08:01,side
2025/11/14 5:10:30,corridor
2025/11/14 5:10:30,middle
2025/11/14 5:10:31,mid-sep
2025/11/14 5:11:29,middle
2025/11/14 5:11:32,corridor
2025/11/14 5:11:33,side
2025/11/14 5:14:54,corridor
2025/11/14 5:14:55,middle
2025/11/14 5:14:55,mid-sep
2025/11/14 5:14:56,middle
2025/11/14 5:15:04,mid-sep
2025/11/14 5:15:27,middle
2025/11/14 5:16:09,mid-sep
2025/11/14 5:16:13,middle
2025/11/14 5:16:15,corridor
2025/11/14 5:16:15,side
2025/11/14 5:24:31,corridor
2025/11/14 5:24:32,middle
2025/11/14 5:24:34,mid-sep
2025/11/14 5:25:09,middle
2025/11/14 5:25:12,mid-sep
2025/11/14 5:25:21,middle
2025/11/14 5:25:51,mid-sep
2025/11/14 5:26:01,middle
2025/11/14 5:26:03,corridor
2025/11/14 5:26:05,side
2025/11/14 6:25:20,corridor
2025/11/14 6:25:21,middle
2025/11/14 6:25:22,mid-sep
2025/11/14 6:25:36,middle
2025/11/14 6:25:42,corridor
2025/11/14 6:25:49,side
2025/11/14 6:28:30,corridor
2025/11/14 6:28:31,middle
2025/11/14 6:28:33,mid-sep
2025/11/14 6:28:58,middle
2025/11/14 6:29:19,mid-sep
2025/11/14 6:30:04,middle
2025/11/14 6:30:46,mid-sep
2025/11/14 6:31:09,middle
2025/11/14 6:31:15,corridor
2025/11/14 6:31:16,side
2025/11/14 6:33:28,middle
2025/11/14 6:33:46,mid-sep
2025/11/14 6:35:05,middle
2025/11/14 6:35:17,corridor
2025/11/14 6:35:17,side
2025/11/14 6:43:58,corridor
2025/11/14 6:44:01,middle
2025/11/14 6:44:06,mid-sep
2025/11/14 6:44:26,middle
2025/11/14 6:44:28,corridor
2025/11/14 6:44:28,side
2025/11/14 6:55:28,middle
2025/11/14 6:55:35,mid-sep
2025/11/14 6:55:37,middle
2025/11/14 6:55:59,mid-sep
2025/11/14 6:56:10,middle
2025/11/14 6:56:25,mid-sep
2025/11/14 6:56:52,middle
2025/11/14 6:57:01,corridor
2025/11/14 6:57:03,side
2025/11/14 7:00:57,corridor
2025/11/14 7:00:57,middle
2025/11/14 7:01:00,mid-sep
2025/11/14 7:01:22,middle
2025/11/14 7:01:25,mid-sep
2025/11/14 7:02:34,middle
2025/11/14 7:02:45,corridor
2025/11/14 7:02:46,side
2025/11/14 8:56:03,corridor
2025/11/14 8:56:08,middle
2025/11/14 8:56:08,mid-sep
2025/11/14 8:56:50,middle
2025/11/14 8:56:54,corridor
2025/11/14 8:56:57,side
2025/11/14 9:05:11,corridor
2025/11/14 9:05:12,middle
2025/11/14 9:05:30,mid-sep
2025/11/14 9:06:10,middle
2025/11/14 9:06:13,corridor
2025/11/14 9:06:14,side
2025/11/14 9:06:29,corridor
2025/11/14 9:06:31,middle
2025/11/14 9:06:33,mid-sep
2025/11/14 9:06:34,corridor
2025/11/14 9:06:38,side
2025/11/14 9:12:15,corridor
2025/11/14 9:12:16,middle
2025/11/14 9:12:17,mid-sep
2025/11/14 9:12:24,middle
2025/11/14 9:12:43,mid-sep
2025/11/14 9:14:53,middle
2025/11/14 9:14:54,corridor
2025/11/14 9:14:56,side
2025/11/14 11:08:18,corridor
2025/11/14 11:08:19,middle
2025/11/14 11:08:20,mid-sep
2025/11/14 11:09:17,middle
2025/11/14 11:09:18,corridor
2025/11/14 11:09:22,side
2025/11/14 13:42:14,side
2025/11/14 13:42:15,corridor
2025/11/14 13:42:17,middle
2025/11/14 13:42:18,mid-sep
2025/11/14 13:43:11,middle
2025/11/14 13:43:13,corridor
2025/11/14 13:43:14,side
2025/11/14 13:52:19,corridor
2025/11/14 13:52:19,middle
2025/11/14 13:52:25,mid-sep
2025/11/14 13:52:35,middle
2025/11/14 13:53:12,mid-sep
2025/11/14 13:53:36,middle
2025/11/14 13:53:47,corridor
2025/11/14 13:54:05,middle
2025/11/14 13:54:08,mid-sep
2025/11/14 13:55:01,middle
2025/11/14 13:55:21,mid-sep
2025/11/14 13:55:29,middle
2025/11/14 13:55:31,corridor
2025/11/14 13:55:31,side
2025/11/14 17:00:21,corridor
2025/11/14 17:00:24,middle
2025/11/14 17:00:25,mid-sep
2025/11/14 17:01:00,middle
2025/11/14 17:01:10,corridor
2025/11/14 17:01:13,side
2025/11/14 17:01:27,corridor
2025/11/14 17:01:27,middle
2025/11/14 17:01:29,mid-sep
2025/11/14 17:02:34,middle
2025/11/14 17:02:39,corridor
2025/11/14 17:02:40,side
2025/11/14 17:06:13,middle
2025/11/14 17:06:14,mid-sep
2025/11/14 17:07:06,middle
2025/11/14 17:07:10,mid-sep
2025/11/14 17:08:31,middle
2025/11/14 17:08:33,corridor
2025/11/14 17:08:33,side
2025/11/14 17:09:04,corridor
2025/11/14 17:09:05,middle
2025/11/14 17:09:05,mid-sep
2025/11/14 17:09:24,middle
2025/11/14 17:09:25,corridor
2025/11/14 17:09:26,side
2025/11/14 18:22:30,corridor
2025/11/14 18:22:30,middle
2025/11/14 18:22:31,mid-sep
2025/11/14 18:22:50,middle
2025/11/14 18:23:02,mid-sep
2025/11/14 18:23:15,middle
2025/11/14 18:23:25,corridor
2025/11/14 18:23:28,side
2025/11/14 18:27:13,corridor
2025/11/14 18:27:14,middle
2025/11/14 18:27:15,mid-sep
2025/11/14 18:27:25,middle
2025/11/14 18:27:49,mid-sep
2025/11/14 18:28:06,middle
2025/11/14 18:28:13,mid-sep
2025/11/14 18:28:28,middle
2025/11/14 18:28:35,mid-sep
2025/11/14 18:28:51,middle
2025/11/14 18:28:56,corridor
2025/11/14 18:28:57,side
2025/11/14 18:50:48,corridor
2025/11/14 18:50:49,middle
2025/11/14 18:50:50,mid-sep
2025/11/14 18:51:02,middle
2025/11/14 18:51:14,corridor
2025/11/14 18:51:14,side
2025/11/14 18:52:13,corridor
2025/11/14 18:52:14,middle
2025/11/14 18:52:17,mid-sep
2025/11/14 18:52:45,middle
2025/11/14 18:53:03,corridor
2025/11/14 18:53:12,side
2025/11/14 18:57:47,corridor
2025/11/14 18:57:47,middle
2025/11/14 18:57:50,mid-sep
2025/11/14 18:57:56,middle
2025/11/14 18:57:58,corridor
2025/11/14 18:57:58,side
2025/11/14 18:59:30,corridor
2025/11/14 18:59:30,middle
2025/11/14 18:59:31,mid-sep
2025/11/14 18:59:43,middle
2025/11/14 18:59:45,corridor
2025/11/14 18:59:52,side
2025/11/14 19:12:57,corridor
2025/11/14 19:12:57,middle
2025/11/14 19:12:58,mid-sep
2025/11/14 19:13:04,middle
2025/11/14 19:13:04,corridor
2025/11/14 19:13:05,side
2025/11/14 19:24:20,corridor
2025/11/14 19:24:21,middle
2025/11/14 19:24:23,mid-sep
2025/11/14 19:24:32,middle
2025/11/14 19:24:33,corridor
2025/11/14 19:24:34,side
2025/11/14 19:36:52,corridor
2025/11/14 19:36:52,middle
2025/11/14 19:38:32,mid-sep
2025/11/14 19:38:54,middle
2025/11/14 19:38:56,corridor
2025/11/14 19:39:00,side
2025/11/14 20:01:42,corridor
2025/11/14 20:01:43,middle
2025/11/14 20:01:43,mid-sep
2025/11/14 20:01:47,middle
2025/11/14 20:01:47,corridor
2025/11/14 20:01:48,side
2025/11/14 20:07:32,corridor
2025/11/14 20:07:32,middle
2025/11/14 20:07:34,mid-sep
2025/11/14 20:07:58,middle
2025/11/14 20:08:08,corridor
2025/11/14 20:08:09,side
2025/11/14 20:13:41,corridor
2025/11/14 20:13:41,middle
2025/11/14 20:13:41,mid-sep
2025/11/14 20:13:51,middle
2025/11/14 20:13:59,mid-sep
2025/11/14 20:14:00,middle
2025/11/14 20:14:02,corridor
2025/11/14 20:14:03,side
2025/11/14 20:41:36,corridor
2025/11/14 20:41:36,middle
2025/11/14 20:41:40,mid-sep
2025/11/14 20:41:54,middle
2025/11/14 20:41:57,side
2025/11/14 21:06:54,corridor
2025/11/14 21:06:55,middle
2025/11/14 21:07:38,corridor
2025/11/14 21:07:57,middle
2025/11/14 21:08:34,corridor
2025/11/14 21:08:40,side
2025/11/14 21:16:54,middle
2025/11/14 21:18:36,mid-sep
2025/11/14 21:18:45,middle
2025/11/14 21:19:03,corridor
2025/11/14 21:19:07,middle
2025/11/14 21:19:08,mid-sep
2025/11/14 21:19:28,middle
2025/11/14 21:20:04,mid-sep
2025/11/14 21:20:13,middle
2025/11/14 21:20:23,corridor
2025/11/14 21:20:28,side
2025/11/14 22:05:17,corridor
2025/11/14 22:05:18,middle
2025/11/14 22:05:21,mid-sep
2025/11/14 22:05:31,middle
2025/11/14 22:06:00,mid-sep
2025/11/14 22:06:11,middle
2025/11/14 22:06:12,corridor
2025/11/14 22:06:12,side
2025/11/14 22:35:24,corridor
2025/11/14 22:35:25,middle
2025/11/14 22:35:26,mid-sep
2025/11/14 22:35:38,middle
2025/11/14 22:35:40,corridor
2025/11/14 22:35:40,side
2025/11/14 22:48:37,corridor
2025/11/14 22:48:37,middle
2025/11/14 22:48:38,mid-sep
2025/11/14 22:48:42,middle
2025/11/14 22:48:47,corridor
2025/11/14 22:48:48,side
2025/11/14 22:54:02,corridor
2025/11/14 22:54:03,middle
2025/11/14 22:54:04,mid-sep
2025/11/14 22:54:23,middle
2025/11/14 22:58:15,mid-sep
2025/11/14 22:58:39,middle
2025/11/14 22:58:43,corridor
2025/11/14 22:58:45,side
2025/11/14 23:00:58,corridor
2025/11/14 23:00:59,middle
2025/11/14 23:01:04,mid-sep
2025/11/14 23:01:41,middle
2025/11/14 23:01:46,mid-sep
2025/11/14 23:02:00,middle
2025/11/14 23:02:02,corridor
2025/11/14 23:02:02,side
2025/11/14 23:38:35,corridor
2025/11/14 23:38:36,middle
2025/11/14 23:39:38,mid-sep
2025/11/14 23:39:47,middle
2025/11/14 23:40:02,corridor
2025/11/14 23:40:14,side
2025/11/14 23:41:24,corridor
2025/11/14 23:41:24,middle
2025/11/14 23:42:50,mid-sep
2025/11/14 23:42:56,middle
2025/11/14 23:44:40,corridor
2025/11/14 23:44:49,side
2025/11/14 23:45:08,corridor
2025/11/14 23:45:09,middle
2025/11/14 23:45:40,mid-sep
2025/11/14 23:45:53,middle
2025/11/14 23:51:24,corridor
2025/11/14 23:51:31,side
2025/11/15 0:01:52,corridor
2025/11/15 0:01:52,middle
2025/11/15 0:02:21,corridor
2025/11/15 0:02:34,side
2025/11/15 0:03:46,corridor
2025/11/15 0:03:46,middle
2025/11/15 0:03:58,mid-sep
2025/11/15 0:04:17,middle
2025/11/15 0:04:31,corridor
2025/11/15 0:04:37,side
2025/11/15 0:05:14,corridor
2025/11/15 0:05:14,middle
2025/11/15 0:06:29,mid-sep
2025/11/15 0:06:36,middle
2025/11/15 0:07:58,corridor
2025/11/15 0:08:03,side
2025/11/15 0:08:05,corridor
2025/11/15 0:08:05,middle
2025/11/15 0:09:34,mid-sep
2025/11/15 0:10:11,middle
2025/11/15 0:10:47,corridor
2025/11/15 0:10:48,side
2025/11/15 0:16:05,corridor
2025/11/15 0:16:06,middle
2025/11/15 0:16:45,mid-sep
2025/11/15 0:16:54,middle
2025/11/15 0:21:41,mid-sep
2025/11/15 0:23:15,middle
2025/11/15 0:23:17,corridor
2025/11/15 0:23:21,side
2025/11/15 0:24:24,corridor
2025/11/15 0:24:24,middle
2025/11/15 0:24:25,mid-sep
2025/11/15 0:25:11,middle
2025/11/15 0:26:22,mid-sep
2025/11/15 0:26:34,middle
2025/11/15 0:27:36,corridor
2025/11/15 0:27:47,side
2025/11/15 0:31:22,corridor
2025/11/15 0:31:22,middle
2025/11/15 0:32:06,mid-sep
2025/11/15 0:32:12,middle
2025/11/15 0:32:40,mid-sep
2025/11/15 0:32:58,middle
2025/11/15 0:33:04,corridor
2025/11/15 0:33:09,side
2025/11/15 0:56:50,corridor
2025/11/15 0:56:50,middle
2025/11/15 0:56:54,corridor
2025/11/15 0:56:55,side
2025/11/15 2:01:10,corridor
2025/11/15 2:01:10,middle
2025/11/15 2:01:11,mid-sep
2025/11/15 2:01:19,middle
2025/11/15 2:01:26,corridor
2025/11/15 2:01:28,side
2025/11/15 2:05:12,corridor
2025/11/15 2:05:12,middle
2025/11/15 2:06:16,mid-sep
2025/11/15 2:06:33,middle
2025/11/15 2:06:35,corridor
2025/11/15 2:06:37,side
2025/11/15 2:33:40,corridor
2025/11/15 2:33:40,middle
2025/11/15 2:33:47,mid-sep
2025/11/15 2:33:58,middle
2025/11/15 2:34:00,corridor
2025/11/15 2:34:04,side
2025/11/15 2:36:47,corridor
2025/11/15 2:36:47,middle
2025/11/15 2:37:00,mid-sep
2025/11/15 2:37:13,middle
2025/11/15 2:37:16,corridor
2025/11/15 2:37:16,side
2025/11/15 3:25:56,corridor
2025/11/15 3:25:57,middle
2025/11/15 3:25:58,mid-sep
2025/11/15 3:26:28,middle
2025/11/15 3:26:39,corridor
2025/11/15 3:26:39,side
2025/11/15 3:29:35,corridor
2025/11/15 3:29:36,middle
2025/11/15 3:31:01,mid-sep
2025/11/15 3:31:03,middle
2025/11/15 3:31:04,corridor
2025/11/15 3:31:09,side
2025/11/15 3:34:41,corridor
2025/11/15 3:34:42,middle
2025/11/15 3:34:43,mid-sep
2025/11/15 3:34:54,middle
2025/11/15 3:34:58,corridor
2025/11/15 3:34:59,side
2025/11/15 3:41:04,corridor
2025/11/15 3:41:05,middle
2025/11/15 3:41:08,mid-sep
2025/11/15 3:41:26,middle
2025/11/15 3:41:42,mid-sep
2025/11/15 3:42:59,middle
2025/11/15 3:43:02,corridor
2025/11/15 3:43:06,side
2025/11/15 4:50:33,corridor
2025/11/15 4:50:34,middle
2025/11/15 4:50:35,mid-sep
2025/11/15 4:50:37,middle
2025/11/15 4:52:29,mid-sep
2025/11/15 4:52:56,middle
2025/11/15 4:53:47,mid-sep
2025/11/15 4:54:23,middle
2025/11/15 4:54:33,corridor
2025/11/15 4:54:36,side
2025/11/15 4:56:37,corridor
2025/11/15 4:56:37,middle
2025/11/15 4:58:44,mid-sep
2025/11/15 4:58:49,middle
2025/11/15 4:59:22,mid-sep
2025/11/15 4:59:45,middle
2025/11/15 4:59:46,corridor
2025/11/15 4:59:47,side
2025/11/15 5:02:27,corridor
2025/11/15 5:02:28,middle
2025/11/15 5:02:30,mid-sep
2025/11/15 5:02:32,middle
2025/11/15 5:02:34,corridor
2025/11/15 5:02:39,side
2025/11/15 5:55:52,corridor
2025/11/15 5:55:52,middle
2025/11/15 5:55:53,mid-sep
2025/11/15 5:56:07,middle
2025/11/15 5:56:57,mid-sep
2025/11/15 5:57:08,middle
2025/11/15 5:59:38,mid-sep
2025/11/15 5:59:58,middle
2025/11/15 6:00:03,corridor
2025/11/15 6:00:05,side
2025/11/15 6:02:50,corridor
2025/11/15 6:02:50,middle
2025/11/15 6:02:52,mid-sep
2025/11/15 6:03:06,middle
2025/11/15 6:03:18,corridor
2025/11/15 6:03:19,side
2025/11/15 6:14:32,corridor
2025/11/15 6:14:32,middle
2025/11/15 6:14:34,mid-sep
2025/11/15 6:15:09,middle
2025/11/15 6:15:10,corridor
2025/11/15 6:15:11,side
2025/11/15 6:26:29,corridor
2025/11/15 6:26:30,middle
2025/11/15 6:26:33,mid-sep
2025/11/15 6:27:14,middle
2025/11/15 6:27:16,corridor
2025/11/15 6:27:18,side
2025/11/15 7:32:37,corridor
2025/11/15 7:32:37,middle
2025/11/15 7:32:58,corridor
2025/11/15 7:33:24,side
2025/11/15 7:33:50,corridor
2025/11/15 7:34:05,middle
2025/11/15 7:34:08,mid-sep
2025/11/15 7:34:25,middle
2025/11/15 7:34:35,corridor
2025/11/15 7:34:54,side
2025/11/15 7:40:24,corridor
2025/11/15 7:40:24,middle
2025/11/15 7:40:34,mid-sep
2025/11/15 7:40:46,middle
2025/11/15 7:41:20,mid-sep
2025/11/15 7:41:47,middle
2025/11/15 7:42:22,mid-sep
2025/11/15 7:42:29,middle
2025/11/15 7:42:34,mid-sep
2025/11/15 7:42:47,middle
2025/11/15 7:42:50,corridor
2025/11/15 7:42:51,side
2025/11/15 9:11:34,corridor
2025/11/15 9:11:34,middle
2025/11/15 9:11:39,mid-sep
2025/11/15 9:11:41,middle
2025/11/15 9:11:46,corridor
2025/11/15 9:11:48,side
2025/11/15 9:13:41,corridor
2025/11/15 9:13:41,middle
2025/11/15 9:13:45,mid-sep
2025/11/15 9:13:58,middle
2025/11/15 9:14:23,mid-sep
2025/11/15 9:14:32,middle
2025/11/15 9:15:11,corridor
2025/11/15 9:15:12,side
2025/11/15 9:22:34,corridor
2025/11/15 9:22:35,middle
2025/11/15 9:22:36,mid-sep
2025/11/15 9:22:44,middle
2025/11/15 9:23:04,mid-sep
2025/11/15 9:23:23,middle
2025/11/15 9:23:32,mid-sep
2025/11/15 9:24:08,middle
2025/11/15 9:24:24,mid-sep
2025/11/15 9:24:29,middle
2025/11/15 9:24:57,corridor
2025/11/15 9:25:04,side
2025/11/15 13:14:43,corridor
2025/11/15 13:14:46,middle
2025/11/15 13:14:47,mid-sep
2025/11/15 13:14:57,middle
2025/11/15 13:15:02,corridor
2025/11/15 13:15:05,side
2025/11/15 13:20:06,corridor
2025/11/15 13:20:07,middle
2025/11/15 13:20:09,mid-sep
2025/11/15 13:20:18,middle
2025/11/15 13:21:05,mid-sep
2025/11/15 13:21:14,middle
2025/11/15 13:21:23,corridor
2025/11/15 13:21:25,side
2025/11/15 14:46:42,corridor
2025/11/15 14:46:44,middle
2025/11/15 14:46:46,mid-sep
2025/11/15 14:46:57,middle
2025/11/15 14:47:11,mid-sep
2025/11/15 14:47:37,middle
2025/11/15 14:47:54,corridor
2025/11/15 14:47:56,side
2025/11/15 16:06:49,corridor
2025/11/15 16:06:51,middle
2025/11/15 16:06:55,mid-sep
2025/11/15 16:07:19,middle
2025/11/15 16:07:29,mid-sep
2025/11/15 16:07:35,middle
2025/11/15 16:07:40,corridor
2025/11/15 16:07:41,side
2025/11/15 16:10:39,corridor
2025/11/15 16:10:39,middle
2025/11/15 16:10:41,mid-sep
2025/11/15 16:11:21,middle
2025/11/15 16:11:28,corridor
2025/11/15 16:11:29,side
2025/11/15 17:21:21,corridor
2025/11/15 17:21:22,middle
2025/11/15 17:21:25,mid-sep
2025/11/15 17:23:52,middle
2025/11/15 17:24:13,corridor
2025/11/15 17:24:16,side
2025/11/15 17:28:39,corridor
2025/11/15 17:28:40,middle
2025/11/15 17:28:41,mid-sep
2025/11/15 17:29:19,middle
2025/11/15 17:29:35,corridor
2025/11/15 17:29:36,side
2025/11/15 18:22:03,corridor
2025/11/15 18:22:05,middle
2025/11/15 18:22:09,mid-sep
2025/11/15 18:22:42,middle
2025/11/15 18:22:58,mid-sep
2025/11/15 18:23:02,middle
2025/11/15 18:23:02,corridor
2025/11/15 18:23:05,side
2025/11/15 18:43:30,corridor
2025/11/15 18:43:30,middle
2025/11/15 18:43:30,mid-sep
2025/11/15 18:43:38,middle
2025/11/15 18:44:43,mid-sep
2025/11/15 18:44:49,middle
2025/11/15 18:45:01,corridor
2025/11/15 18:45:05,side
2025/11/15 18:47:17,corridor
2025/11/15 18:47:17,middle
2025/11/15 18:47:59,mid-sep
2025/11/15 18:48:45,middle
2025/11/15 18:49:04,mid-sep
2025/11/15 18:49:12,middle
2025/11/15 18:49:27,corridor
2025/11/15 18:49:28,side
2025/11/15 18:56:52,corridor
2025/11/15 18:56:52,middle
2025/11/15 18:57:12,corridor
2025/11/15 18:57:12,side
2025/11/15 19:03:40,corridor
2025/11/15 19:03:41,mid-sep
2025/11/15 19:03:44,middle
2025/11/15 19:03:45,corridor
2025/11/15 19:03:45,side
2025/11/15 19:08:11,corridor
2025/11/15 19:08:11,middle
2025/11/15 19:08:12,mid-sep
2025/11/15 19:08:20,middle
2025/11/15 19:08:48,corridor
2025/11/15 19:08:50,side
