Cday,CT,bin,middle,mid_sep,others
1,0,1,0,0,355.25
1,0,2,0,0,355.25
1,0,3,0,0,355.25
1,0,4,0,0,355.25
1,0,5,0,0,355.25
1,0,6,0,0,355.25
1,0,7,0,0,355.25
1,0,8,0,0,355.25
1,0,9,0,0,355.25
1,0,10,0,0,355.25
1,1,1,13.000000000053205,2.9999999999986358,339.24999999994816
1,1,2,0,3.9999999999581632,351.25000000004184
1,1,3,16.999999999913598,0.9999999999681677,337.25000000011823
1,1,4,14.999999999991815,1.0000000000654836,339.2499999999427
1,1,5,0,0,355.25
1,1,6,0,0,355.25
1,1,7,0,0,355.25
1,1,8,0,0,355.25
1,1,9,0,0,355.25
1,1,10,0,0,355.25
1,2,1,0,0,355.25
1,2,2,0,0,355.25
1,2,3,0,0,355.25
1,2,4,0,0,355.25
1,2,5,0,0,355.25
1,2,6,0,0,355.25
1,2,7,0,0,355.25
1,2,8,0,0,355.25
1,2,9,0,0,355.25
1,2,10,0,0,355.25
1,3,1,0,0,355.25
1,3,2,0,0,355.25
1,3,3,0,0,355.25
1,3,4,0,0,355.25
1,3,5,0,0,355.25
1,3,6,0,0,355.25
1,3,7,0,0,355.25
1,3,8,7.999999999930878,5,342.2499999999436
1,3,9,0,0,355.25
1,3,10,29.999999999772626,4.000000000061846,321.2500000001655
1,4,1,0,0,355.25
1,4,2,0,0,355.25
1,4,3,0,0,355.25
1,4,4,0,0,355.25
1,4,5,0,0,355.25
1,4,6,0,0,355.25
1,4,7,0,0,355.25
1,4,8,0,0,355.25
1,4,9,0,0,355.25
1,4,10,0,0,355.25
1,5,1,0,0,355.25
1,5,2,0,0,355.25
1,5,3,0,0,355.25
1,5,4,0,0,355.25
1,5,5,0,0,355.25
1,5,6,0,0,355.25
1,5,7,0,0,355.25
1,5,8,0,0,355.25
1,5,9,0,0,355.25
1,5,10,0,0,355.25
1,6,1,0,0,355.25
1,6,2,0,0,355.25
1,6,3,21.999999999843567,4,329.2500000000837
1,6,4,17.99999999978536,7.000000000050932,330.2500000001637
1,6,5,0,0,355.25
1,6,6,0,0,355.25
1,6,7,0,0,355.25
1,6,8,0,0,355.25
1,6,9,0,0,355.25
1,6,10,0,0,355.25
1,7,1,0,0,355.25
1,7,2,0,0,355.25
1,7,3,0,0,355.25
1,7,4,0,0,355.25
1,7,5,0,0,355.25
1,7,6,0,0,355.25
1,7,7,0,0,355.25
1,7,8,0,0,355.25
1,7,9,0,0,355.25
1,7,10,12.999999999647116,8,334.25000000022555
1,8,1,0,0,355.25
1,8,2,0,0,355.25
1,8,3,0,0,355.25
1,8,4,0,0,355.25
1,8,5,0,0,355.25
1,8,6,0,0,355.25
1,8,7,34.00000000004002,0,321.25
1,8,8,14.999999999992724,5.999999999985448,334.2500000000218
1,8,9,0,0,355.25
1,8,10,3.999999999858119,0,351.2500000001419
1,9,1,0,0,355.25
1,9,2,0,0,355.25
1,9,3,0,0,355.25
1,9,4,2.0000000001309672,0,353.24999999986903
1,9,5,0,0,355.25
1,9,6,22.000000000029104,6,327.2499999999709
1,9,7,44.00000000010186,0,311.24999999989814
1,9,8,0,0,355.25
1,9,9,0,0,355.25
1,9,10,0,0,355.25
1,10,1,0,0,355.25
1,10,2,0,0,355.25
1,10,3,13.74999999996362,4,337.4999999999636
1,10,4,5.249999999890861,2.0000000001236913,347.99999999998545
1,10,5,0,0,355.25
1,10,6,0,0,355.25
