Cday,CT,bin,middle,mid_sep,others
1,0,1,0,0,359
1,0,2,0,0,359
1,0,3,0,0,359
1,0,4,0,0,359
1,0,5,0,0,359
1,0,6,0,0,359
1,0,7,0,0,359
1,0,8,0,0,359
1,0,9,0,0,359
1,0,10,0,0,359
1,1,1,0,0,359
1,1,2,0,0,359
1,1,3,109.0000000003829,6.999999999648935,242.99999999996817
1,1,4,331.00000000015825,21.999999999844476,5.999999999994543
1,1,5,296.9999999999518,0,62
1,1,6,0,0,359
1,1,7,0,0,359
1,1,8,0,0,359
1,1,9,0,0,359
1,1,10,1.0000000000663931,0,357.9999999999336
1,2,1,11.999999999987267,22.99999999991178,324.00000000010095
1,2,2,101.00000000052478,21.99999999983902,235.9999999996362
1,2,3,17.000000000047294,0,341.9999999999527
1,2,4,8.000000000534783,15.999999999850843,334.9999999996144
1,2,5,0,0,359
1,2,6,69.00000000014734,19.000000000047294,270.99999999980537
1,2,7,16.000000000256478,12.999999999852662,329.99999999989086
1,2,8,14,12.00000000019645,333.00000000009095
1,2,9,0,0,359
1,2,10,0,0,359
1,3,1,0,0,359
1,3,2,9.000000000200089,8.999999999790816,341.0000000000091
1,3,3,3,26.999999999772626,329.0000000000291
1,3,4,1.0000000000654836,1,357.0000000002765
1,3,5,1.0000000000654836,0,357.9999999999345
1,3,6,1,0,358.00000000034197
1,3,7,2.0000000001327862,0,356.9999999998672
1,3,8,0,0,359
1,3,9,0,0,359
1,3,10,0,0,359
1,4,1,0,0,359
1,4,2,0,0,359
1,4,3,0,0,359
1,4,4,11.99999999992906,7.000000000065484,340.00000000000546
1,4,5,3.0000000002564775,14.000000000120053,341.99999999962347
1,4,6,0,0,359
1,4,7,10.000000000265572,0,348.9999999997344
1,4,8,27.000000000170985,18.999999999650754,313.00000000017826
1,4,9,0,0,359
1,4,10,0,0,359
1,5,1,0,0,359
1,5,2,0,0,359
1,5,3,0,0,359
1,5,4,0,0,359
1,5,5,0,0,359
1,5,6,0,0,359
1,5,7,0,0,359
1,5,8,0,0,359
1,5,9,0,0,359
1,5,10,0,0,359
1,6,1,0,0,359
1,6,2,0,0,359
1,6,3,0,0,359
1,6,4,0,0,359
1,6,5,0,0,359
1,6,6,0,0,359
1,6,7,0,0,359
1,6,8,210.00000000023647,3.999999999865395,144.99999999989814
1,6,9,354.00000000008004,4.9999999999199645,0
1,6,10,13.000000000050932,0,345.99999999994907
1,7,1,2.0000000001309672,0,356.99999999986903
1,7,2,2.9999999997889972,3.000000000196451,353.00000000001455
1,7,3,154.0000000001346,10.000000000265572,194.99999999959982
1,7,4,0,0,359
1,7,5,0,0,359
1,7,6,0,0,359
1,7,7,0,0,359
1,7,8,0,0,359
1,7,9,0,0,359
1,7,10,0,0,359
1,8,1,0,0,359
1,8,2,0,0,359
1,8,3,0,0,359
1,8,4,0,0,359
1,8,5,0,0,359
1,8,6,0,0,359
1,8,7,0,0,359
1,8,8,0,0,359
1,8,9,0,0,359
1,8,10,0,0,359
1,9,1,0,0,359
1,9,2,0,0,359
1,9,3,0,0,359
1,9,4,0,0,359
1,9,5,0,0,359
1,9,6,0,0,359
1,9,7,0,0,359
1,9,8,0,0,359
1,9,9,0,0,359
1,9,10,0,0,359
1,10,1,0,0,359
1,10,2,0,0,359
1,10,3,0,0,359
1,10,4,0,0,359
1,10,5,0,0,359
1,10,6,0,0,359
1,10,7,0,0,359
1,10,8,0,0,359
1,10,9,0,0,359
1,10,10,0,0,359
1,11,1,0,0,359
1,11,2,0,0,359
1,11,3,0,0,359
1,11,4,0,0,359
1,11,5,0,0,359
1,11,6,178.0000000000582,2.0000000001309672,178.99999999981083
1,11,7,86.99999999978172,15.000000000181899,257.0000000000364
1,11,8,2.0000000001309672,0,356.99999999986903
1,11,9,7.999999999723514,0,351.0000000002765
