,Cday,CT,bin,data,middle,mid_sep,others
0,1,0,1,0.0,0,0,360
1,1,0,2,0.0,0,0,360
2,1,0,3,0.0,0,0,360
3,1,0,4,0.0,0,0,360
4,1,0,5,25.0,20,15,325
5,1,0,6,129.5,89,85,186
6,1,0,7,0.0,0,0,360
7,1,0,8,0.0,0,0,360
8,1,0,9,52.5,43,31,286
9,1,0,10,0.0,0,0,360
10,1,1,1,0.0,0,0,360
11,1,1,2,0.0,0,0,360
12,1,1,3,0.0,0,0,360
13,1,1,4,0.0,0,0,360
14,1,1,5,0.0,0,0,360
15,1,1,6,0.0,0,0,360
16,1,1,7,0.0,0,0,360
17,1,1,8,0.0,0,0,360
18,1,1,9,0.0,0,0,360
19,1,1,10,0.0,0,0,360
20,1,2,1,0.0,0,0,360
21,1,2,2,0.0,0,0,360
22,1,2,3,0.0,0,0,360
23,1,2,4,0.0,0,0,360
24,1,2,5,0.0,0,0,360
25,1,2,6,0.0,0,0,360
26,1,2,7,0.0,0,0,360
27,1,2,8,0.0,0,0,360
28,1,2,9,0.0,0,0,360
29,1,2,10,0.0,0,0,360
30,1,3,1,37.0,14,30,316
31,1,3,2,25.0,28,11,321
32,1,3,3,128.5,77,90,193
33,1,3,4,0.0,0,0,360
34,1,3,5,0.0,0,0,360
35,1,3,6,0.0,0,0,360
36,1,3,7,0.0,0,0,360
37,1,3,8,0.0,0,0,360
38,1,3,9,0.0,0,0,360
39,1,3,10,0.0,0,0,360
40,1,4,1,0.0,0,0,360
41,1,4,2,0.0,0,0,360
42,1,4,3,0.0,0,0,360
43,1,4,4,0.0,0,0,360
44,1,4,5,7.0,6,4,350
45,1,4,6,4.5,9,0,351
46,1,4,7,0.0,0,0,360
47,1,4,8,0.0,0,0,360
48,1,4,9,0.0,0,0,360
49,1,4,10,0.0,0,0,360
50,1,5,1,0.0,0,0,360
51,1,5,2,0.0,0,0,360
52,1,5,3,0.0,0,0,360
53,1,5,4,0.0,0,0,360
54,1,5,5,0.0,0,0,360
55,1,5,6,0.0,0,0,360
56,1,5,7,0.0,0,0,360
57,1,5,8,0.0,0,0,360
58,1,5,9,0.0,0,0,360
59,1,5,10,0.0,0,0,360
60,1,6,1,0.0,0,0,360
61,1,6,2,0.0,0,0,360
62,1,6,3,0.0,0,0,360
63,1,6,4,0.0,0,0,360
64,1,6,5,0.0,0,0,360
65,1,6,6,0.0,0,0,360
66,1,6,7,0.0,0,0,360
67,1,6,8,0.0,0,0,360
68,1,6,9,0.0,0,0,360
69,1,6,10,0.0,0,0,360
70,1,7,1,23.5,17,15,328
71,1,7,2,26.5,13,20,327
72,1,7,3,0.5,1,0,359
73,1,7,4,0.0,0,0,360
74,1,7,5,0.0,0,0,360
75,1,7,6,0.0,0,0,360
76,1,7,7,0.0,0,0,360
77,1,7,8,0.0,0,0,360
78,1,7,9,0.0,0,0,360
79,1,7,10,0.0,0,0,360
80,1,8,1,0.0,0,0,360
81,1,8,2,0.0,0,0,360
82,1,8,3,0.0,0,0,360
83,1,8,4,0.0,0,0,360
84,1,8,5,0.0,0,0,360
85,1,8,6,0.0,0,0,360
86,1,8,7,0.0,0,0,360
87,1,8,8,0.0,0,0,360
88,1,8,9,15.5,11,10,339
89,1,8,10,0.0,0,0,360
90,1,9,1,0.0,0,0,360
91,1,9,2,0.0,0,0,360
92,1,9,3,0.0,0,0,360
93,1,9,4,0.0,0,0,360
94,1,9,5,0.0,0,0,360
95,1,9,6,0.0,0,0,360
96,1,9,7,0.0,0,0,360
97,1,9,8,0.0,0,0,360
98,1,9,9,0.0,0,0,360
99,1,9,10,0.0,0,0,360
100,1,10,1,0.0,0,0,360
101,1,10,2,0.0,0,0,360
102,1,10,3,0.0,0,0,360
103,1,10,4,0.0,0,0,360
104,1,10,5,0.0,0,0,360
105,1,10,6,16.0,2,15,343
106,1,10,7,0.0,0,0,360
107,1,10,8,0.0,0,0,360
108,1,10,9,0.0,0,0,360
109,1,10,10,0.0,0,0,360
110,1,11,1,0.0,0,0,360
111,1,11,2,0.0,0,0,360
112,1,11,3,0.0,0,0,360
113,1,11,4,48.0,24,36,300
114,1,11,5,1.0,2,0,358
115,1,11,6,0.0,0,0,360
116,1,11,7,0.0,0,0,360
117,1,11,8,0.0,0,0,360
118,1,11,9,0.0,0,0,360
119,1,11,10,0.0,0,0,360
120,1,12,1,0.0,0,0,360
121,1,12,2,0.0,0,0,360
122,1,12,3,3.5,3,2,355
123,1,12,4,13.0,2,12,346
124,1,12,5,0.0,0,0,360
125,1,12,6,0.0,0,0,360
126,1,12,7,80.0,10,75,275
127,1,12,8,0.0,0,0,360
128,1,12,9,0.0,0,0,360
129,1,12,10,0.0,0,0,360
130,1,13,1,0.0,0,0,360
131,1,13,2,0.0,0,0,360
132,1,13,3,0.0,0,0,360
133,1,13,4,0.0,0,0,360
134,1,13,5,0.0,0,0,360
135,1,13,6,10.5,5,8,347
136,1,13,7,0.0,0,0,360
137,1,13,8,0.0,0,0,360
138,1,13,9,5.0,4,3,353
139,1,13,10,0.0,0,0,360
140,1,14,1,45.5,5,43,312
141,1,14,2,5.5,7,2,351
142,1,14,3,0.0,0,0,360
143,1,14,4,0.0,0,0,360
144,1,14,5,0.0,0,0,360
145,1,14,6,0.0,0,0,360
146,1,14,7,0.0,0,0,360
147,1,14,8,0.0,0,0,360
148,1,14,9,12.5,19,3,338
149,1,14,10,0.0,0,0,360
150,1,15,1,0.0,0,0,360
151,1,15,2,0.0,0,0,360
152,1,15,3,55.0,2,54,304
153,1,15,4,1.5,3,0,357
