,Cday,CT,bin,data,middle,mid_sep,others
463,2,22,2,0.0,0,0,360
464,2,22,3,0.0,0,0,360
465,2,22,4,162.0,10,157,193
466,2,22,5,10.0,4,8,348
467,2,22,6,30.0,28,16,316
468,2,22,7,0.0,0,0,360
469,2,22,8,0.0,0,0,360
470,2,22,9,0.0,0,0,360
471,2,22,10,0.0,0,0,360
472,2,23,1,0.0,0,0,360
473,2,23,2,213.5,29,199,132
474,2,23,3,32.0,10,27,323
475,2,23,4,75.5,15,68,277
476,2,23,5,83.0,10,78,272
477,2,23,6,53.5,11,48,301
478,2,23,7,77.0,12,71,277
479,2,23,8,0.0,0,0,360
480,2,23,9,79.0,64,47,249
481,2,23,10,21.0,2,20,338
482,3,0,1,0.0,0,0,360
483,3,0,2,0.0,0,0,360
484,3,0,3,0.0,0,0,360
485,3,0,4,0.0,0,0,360
486,3,0,5,52.5,7,49,304
487,3,0,6,0.0,0,0,360
488,3,0,7,0.0,0,0,360
489,3,0,8,0.0,0,0,360
490,3,0,9,0.0,0,0,360
491,3,0,10,0.0,0,0,360
492,3,1,1,0.0,0,0,360
493,3,1,2,0.0,0,0,360
494,3,1,3,109.0,56,81,223
495,3,1,4,94.0,50,69,241
496,3,1,5,82.5,31,67,262
497,3,1,6,19.5,9,15,336
498,3,1,7,87.0,64,55,241
499,3,1,8,80.0,18,71,271
500,3,1,9,0.0,0,0,360
501,3,1,10,49.0,4,47,309
502,3,2,1,20.0,10,15,335
503,3,2,2,0.0,0,0,360
504,3,2,3,1.0,2,0,358
505,3,2,4,0.0,0,0,360
506,3,2,5,0.0,0,0,360
507,3,2,6,0.0,0,0,360
508,3,2,7,0.0,0,0,360
509,3,2,8,0.0,0,0,360
510,3,2,9,0.0,0,0,360
511,3,2,10,0.0,0,0,360
512,3,3,1,0.0,0,0,360
513,3,3,2,0.0,0,0,360
514,3,3,3,113.0,8,109,243
515,3,3,4,30.0,10,25,325
516,3,3,5,72.5,23,61,276
517,3,3,6,26.5,11,21,328
518,3,3,7,26.0,36,8,316
519,3,3,8,19.5,3,18,339
520,3,3,9,131.5,139,62,159
521,3,3,10,0.0,0,0,360
522,3,4,1,0.0,0,0,360
523,3,4,2,0.0,0,0,360
524,3,4,3,0.0,0,0,360
525,3,4,4,0.0,0,0,360
526,3,4,5,0.0,0,0,360
527,3,4,6,0.0,0,0,360
528,3,4,7,0.0,0,0,360
529,3,4,8,0.0,0,0,360
530,3,4,9,0.0,0,0,360
531,3,4,10,0.0,0,0,360
532,3,5,1,0.0,0,0,360
533,3,5,2,0.0,0,0,360
534,3,5,3,0.0,0,0,360
535,3,5,4,0.0,0,0,360
536,3,5,5,69.0,2,68,290
537,3,5,6,11.5,1,11,348
538,3,5,7,0.0,0,0,360
539,3,5,8,0.0,0,0,360
540,3,5,9,0.0,0,0,360
541,3,5,10,0.0,0,0,360
542,3,6,1,0.0,0,0,360
543,3,6,2,0.0,0,0,360
544,3,6,3,0.0,0,0,360
545,3,6,4,0.0,0,0,360
546,3,6,5,0.0,0,0,360
547,3,6,6,0.0,0,0,360
548,3,6,7,0.0,0,0,360
549,3,6,8,0.0,0,0,360
550,3,6,9,0.0,0,0,360
551,3,6,10,106.0,12,100,248
552,3,7,1,0.0,0,0,360
553,3,7,2,0.0,0,0,360
554,3,7,3,6.0,4,4,352
555,3,7,4,0.0,0,0,360
556,3,7,5,0.0,0,0,360
557,3,7,6,0.0,0,0,360
558,3,7,7,0.0,0,0,360
559,3,7,8,0.0,0,0,360
560,3,7,9,0.0,0,0,360
561,3,7,10,0.0,0,0,360
562,3,8,1,0.0,0,0,360
563,3,8,2,0.0,0,0,360
564,3,8,3,0.0,0,0,360
565,3,8,4,24.0,14,17,329
566,3,8,5,34.5,57,6,297
567,3,8,6,29.0,8,25,327
568,3,8,7,0.0,0,0,360
569,3,8,8,0.0,0,0,360
570,3,8,9,0.0,0,0,360
571,3,8,10,0.0,0,0,360
572,3,9,1,0.0,0,0,360
573,3,9,2,0.0,0,0,360
574,3,9,3,0.0,0,0,360
575,3,9,4,0.0,0,0,360
576,3,9,5,0.0,0,0,360
577,3,9,6,0.0,0,0,360
578,3,9,7,81.0,50,56,254
579,3,9,8,49.5,9,45,306
580,3,9,9,0.0,0,0,360
581,3,9,10,0.0,0,0,360
582,3,10,1,0.0,0,0,360
583,3,10,2,0.0,0,0,360
584,3,10,3,70.0,6,67,362
585,3,10,4,183.5,67,150,503
586,3,10,5,39.5,7,36,386
587,3,10,6,0.0,0,0,360
588,3,10,7,0.0,0,0,360
589,3,10,8,0.0,0,0,360
590,3,10,9,0.0,0,0,360
591,3,10,10,28.5,11,23,326
592,3,11,1,37.5,3,36,321
593,3,11,2,151.5,159,72,129
594,3,11,3,215.0,252,89,19
595,3,11,4,184.0,266,51,43
596,3,11,5,34.0,46,11,303
597,3,11,6,0.0,0,0,360
598,3,11,7,142.5,91,97,172
599,3,11,8,247.5,31,232,97
600,3,11,9,26.5,13,20,327
601,3,11,10,0.0,0,0,360
602,3,12,1,0.0,0,0,360
603,3,12,2,31.0,8,27,325
604,3,12,3,88.0,54,61,245
605,3,12,4,78.5,67,45,248
606,3,12,5,182.5,329,18,13
607,3,12,6,189.5,225,77,58
608,3,12,7,41.5,33,25,302
609,3,12,8,88.0,110,33,217
610,3,12,9,13.5,7,10,343
611,3,12,10,14.0,0,14,346
612,3,13,1,0.0,0,0,360
613,3,13,2,6.0,2,5,353
614,3,13,3,18.5,7,15,338
615,3,13,4,36.0,12,30,318
616,3,13,5,0.0,0,0,360
617,3,13,6,30.0,8,26,326
618,3,13,7,14.5,5,12,343
619,3,13,8,74.0,12,68,280
620,3,13,9,44.5,13,38,309
621,3,13,10,16.5,7,13,340
622,3,14,1,6.0,6,3,351
623,3,14,2,23.0,10,18,332
624,3,14,3,29.5,23,18,319
625,3,14,4,0.0,0,0,360
626,3,14,5,72.5,17,64,279
627,3,14,6,66.5,13,60,287
628,3,14,7,63.0,46,40,274
629,3,14,8,0.0,0,0,360
630,3,14,9,98.5,13,92,255
631,3,14,10,0.0,0,0,360
632,3,15,1,0.0,0,0,360
633,3,15,2,0.0,0,0,360
634,3,15,3,0.0,0,0,360
635,3,15,4,0.0,0,0,360
636,3,15,5,0.0,0,0,360
637,3,15,6,22.0,10,17,333
638,3,15,7,10.0,4,8,348
639,3,15,8,0.0,0,0,360
640,3,15,9,126.5,71,91,198
641,3,15,10,105.5,31,90,239
642,3,16,1,0.0,0,0,360
643,3,16,2,0.0,0,0,360
644,3,16,3,0.0,0,0,360
645,3,16,4,119.5,75,82,203
646,3,16,5,20.5,3,19,338
647,3,16,6,0.0,0,0,360
648,3,16,7,0.0,0,0,360
649,3,16,8,18.0,28,4,328
650,3,16,9,120.5,59,91,210
651,3,16,10,4.5,1,4,355
